date,description,amount,type,balance,category
2026-08-31,Recd:IMPS/634635596536/Amazon Sel/KKBK/X8020/PCXQJ,2794.76,credit,-211085.39,income
2026-08-31,UPI/PRADEEP PAN SH/RATN/675818830766/UPI,95.31,debit,-211180.70,transfer
2026-08-31,UPI/Ganga Sagar Fa/SBIN/442036186210/UPI,20.98,debit,-211201.68,food
2026-09-01,UPI/Amazon Pay Gro/KKBK/643636185852/You are payi,1259.71,debit,-212461.39,groceries
2026-09-01,UPI/Amazon Pay/KKBK/801035597763/Request from,723.34,debit,-213184.73,shopping
2026-09-02,UPI/Apollo Pharmac/SBIN/975627066560/UPI,1412.87,debit,-214597.60,health
2026-09-02,PCI/1503/NETFLIX.COM/+122556862311/08:45,394.21,debit,-214991.81,bills
2026-09-02,UPI/DMart Avenue/RATN/698949253360/UPI,1189.98,debit,-216181.79,groceries
2026-09-02,UPI/SOURAV DHAR/UBIN/450038456823/NO REMARK,2220.48,debit,-218402.27,transfer
2026-09-02,UPI/YAM LAL CHAPAG/PPIW/379602752596/Paid securel,24.45,credit,-218377.82,transfer
2026-09-02,UPI/ACT Fibernet/PPIW/903112947148/UPI,1314.65,debit,-219692.47,bills
2026-09-02,UPI/Spotify India/SVCB/118154353149/UPI,166.84,debit,-219859.31,bills
2026-09-02,UPI/Jio Recharge/IDFB/900498255048/UPI,662.89,debit,-220522.20,bills
2026-09-03,UPI/Impression sal/KKBK/135409628084/UPI,582.83,debit,-221105.03,shopping
2026-09-03,UPI/HP PETROL PUMP/SVCB/325077647096/UPI,1895.58,debit,-223000.61,travel
2026-09-03,UPI/amazon pay gro/SBIN/361671225149/You are payi,226.83,debit,-223227.44,groceries
2026-09-04,UPI/NMMTGhansoli C/SBIN/712921542456/UPI,23.28,debit,-223250.72,travel
2026-09-04,UPI/Godaddy/KKBK/514010845971/Pay,554.85,debit,-223805.57,bills
2026-09-05,UPI/DECATHLON SPOR/SBIN/125285552493/UPI,3123.80,debit,-226929.37,shopping
2026-09-05,UPI/Cafe Coffee Day/YESB/256987702686/UPI,288.61,debit,-227217.98,food
2026-09-05,UPI/Zomato Ltd/UBIN/316053620966/Pay via Razo,212.99,debit,-227430.97,food
2026-09-06,UPI/Impression sal/SBIN/183476953829/UPI,396.09,debit,-227827.06,shopping
2026-09-07,UPI/Ravi s Gowda/PPIW/531126253464/UPI,136.02,credit,-227691.04,transfer
2026-09-07,UPI/Smaaash Gaming/KKBK/158492063282/UPI,425.94,debit,-228116.98,entertainment
2026-09-09,UPI/PharmEasy/RATN/648272333747/UPI,964.01,debit,-229080.99,health
2026-09-10,UPI/Cult Fit/SBIN/227403448444/UPI,673.63,debit,-229754.62,health
2026-09-10,UPI/GAVDEVI WADAPA/IBKL/679717211977/UPI,26.99,debit,-229781.61,food
2026-09-10,UPI/BIGBASKET/UBIN/615522318230/Pay,1076.69,debit,-230858.30,groceries
2026-09-10,UPI/Ravi s Gowda/HDFC/350444372189/Payment from,27.97,debit,-230886.27,transfer
2026-09-11,UPI/Cult Fit/UBIN/983998793078/UPI,1364.90,debit,-232251.17,health
2026-09-11,UPI/Amey Nagesh/PPIW/977011292610/UPI,1286.30,debit,-233537.47,transfer
2026-09-12,UPI/Impression sal/SBIN/727068695167/UPI,229.83,debit,-233767.30,shopping
2026-09-12,UPI/Royal Bakery/IDFB/241208221689/UPI,142.83,debit,-233910.13,food
2026-09-12,UPI/Swiggy Ltd/UTIB/133721567917/Pay for Inte,442.42,debit,-234352.55,food
2026-09-13,UPI/Ravi s Gowda/RATN/794717086562/UPI,30.60,credit,-234321.95,transfer
2026-09-13,UPI/VASHI FUEL CEN/IBKL/550463383910/UPI,1225.26,debit,-235547.21,travel
2026-09-13,UPI/LONDHE VINOD S/SBIN/743076360379/UPI,31.92,credit,-235515.29,transfer
2026-09-14,UPI/2 Wheeler nigh/UBIN/932298623437/UPI,135.02,debit,-235650.31,travel
2026-09-14,UPI/Ganga Sagar Fa/CNRB/490011269675/UPI,71.77,debit,-235722.08,food
2026-09-14,UPI/Starbucks India/UBIN/614359965148/UPI,396.60,debit,-236118.68,food
2026-09-15,UPI/Swiggy Ltd/IBKL/343496467904/Pay for Inte,410.28,debit,-236528.96,food
2026-09-15,UPI/Rapido Bike/SVCB/496588829055/UPI,46.57,debit,-236575.53,travel
2026-09-15,UPI/DECATHLON SPOR/UBIN/503798899084/UPI,3300.05,debit,-239875.58,shopping
2026-09-17,UPI/Cult Fit/CNRB/614775292427/UPI,2444.48,debit,-242320.06,health
2026-09-17,UPI/Cafe Coffee Day/PPIW/350797812394/UPI,360.64,debit,-242680.70,food
2026-09-17,UPI/DMart Avenue/RATN/346063230558/UPI,2233.52,debit,-244914.22,groceries
2026-09-17,UPI/ARUNA HEMANT P/UBIN/700319933394/Payment from,1482.15,debit,-246396.37,transfer
2026-09-17,UPI/GAVDEVI WADAPA/SVCB/688697902791/UPI,15.65,debit,-246412.02,food
2026-09-18,UPI/Dwijesh Hemant/RATN/889813566978/Payment from,732.81,credit,-245679.21,transfer
2026-09-18,UPI/MITALI NAG/SVCB/302121741880/UPI,320.96,credit,-245358.25,transfer
2026-09-18,UPI/Indian Railway/UBIN/732944796971/UPI,63.98,debit,-245422.23,travel
2026-09-18,UPI/Godaddy/SBIN/676733215128/Pay,380.03,debit,-245802.26,bills
2026-09-19,UPI/BookMyShow/UTIB/274911678402/UPI,277.50,debit,-246079.76,entertainment
2026-09-19,UPI/RELIANCE TREND/IBKL/403893230232/UPI,2193.94,debit,-248273.70,shopping
2026-09-19,UPI/Krishna milk/RATN/201077748168/UPI,59.18,debit,-248332.88,food
2026-09-19,UPI/Blinkit/UBIN/927152239552/Pay via Razo,130.12,debit,-248463.00,groceries
2026-09-19,UPI/Patil Vadapav/KKBK/539540719185/UPI,34.42,debit,-248497.42,food
2026-09-19,UPI/SHIVAM SUPER M/KKBK/678266240125/UPI,512.06,debit,-249009.48,groceries
2026-09-19,UPI/New Daimond 2/UTIB/211735605293/UPI,114.48,debit,-249123.96,food
2026-09-19,UPI/Airtel Postpai/KKBK/520158480030/UPI,583.37,debit,-249707.33,bills
2026-09-19,UPI/SHIVAM SUPER M/RATN/383987944983/UPI,286.30,debit,-249993.63,groceries
2026-09-20,UPI/Amey Nagesh/UBIN/256419011138/Payment from,21.13,debit,-250014.76,transfer
2026-09-20,UPI/Ravi s Gowda/UBIN/170318158076/Paid securel,511.72,credit,-249503.04,transfer
2026-09-20,UPI/Uber India Sys/UBIN/437875675246/UPI,285.64,debit,-249788.68,travel
2026-09-20,UPI/V SUDALAI KONA/HDFC/410732057440/Payment from,123.72,debit,-249912.40,transfer
2026-09-20,UPI/MSEB Electrici/UTIB/448996989523/UPI,1585.40,debit,-251497.80,bills
2026-09-20,UPI/MITALI NAG/IDFB/765031545129/NO REMARK,888.74,debit,-252386.54,transfer
2026-09-20,UPI/MAH Vashi Inor/RATN/989259070935/UPI,492.08,debit,-252878.62,travel
2026-09-21,UPI/IRCTC Rail Con/RATN/166144397446/UPI,719.34,debit,-253597.96,travel
2026-09-21,UPI/Impression sal/CNRB/891147732615/UPI,140.29,debit,-253738.25,shopping
2026-09-21,UPI/PharmEasy/KKBK/882481776525/UPI,1588.18,debit,-255326.43,health
2026-09-22,UPI/CHENNAI EDALI/IBKL/705006206473/UPI,112.90,debit,-255439.33,food
2026-09-22,UPI/NMMTTurbe C413/YESB/719455044604/UPI,17.52,debit,-255456.85,travel
2026-09-22,UPI/Godaddy/UBIN/706262419583/Pay,886.81,debit,-256343.66,bills
2026-09-23,UPI/UPENDRA SINGH/HDFC/962395606556/NO REMARK,827.82,credit,-255515.84,transfer
2026-09-23,UPI/Amazon Pay Gro/CNRB/818133699566/You are payi,799.23,debit,-256315.07,groceries
2026-09-23,UPI/Krishna milk/SBIN/645448569822/UPI,42.44,debit,-256357.51,food
2026-09-23,UPI/UPENDRA SINGH/PPIW/221405190491/NO REMARK,89.40,debit,-256446.91,transfer
2026-09-23,UPI/SHIVAM SUPER M/UTIB/980057801806/UPI,586.03,debit,-257032.94,groceries
2026-09-24,UPI/Patil Vadapav/HDFC/177370636646/UPI,57.53,debit,-257090.47,food
2026-09-24,UPI/MSEB Electrici/KKBK/455072475879/UPI,2255.69,debit,-259346.16,bills
2026-09-25,UPI/Patil Vadapav/CNRB/481438825065/UPI,40.11,debit,-259386.27,food
2026-09-26,UPI/BookMyShow/RATN/508130014755/UPI,304.59,debit,-259690.86,entertainment
2026-09-26,UPI/RELIANCE TREND/PPIW/325506526556/UPI,877.27,debit,-260568.13,shopping
2026-09-27,UPI/PVR Cinemas/HDFC/633805200078/UPI,248.98,debit,-260817.11,entertainment
2026-09-27,UPI/MITALI NAG/UBIN/744668136625/UPI,121.06,debit,-260938.17,transfer
2026-09-28,UPI/BookMyShow/IBKL/470527858765/UPI,714.08,debit,-261652.25,entertainment
2026-09-28,UPI/DARNE SOHAM SU/KKBK/791086203569/NO REMARK,962.58,debit,-262614.83,transfer
2026-09-28,UPI/MITALI NAG/IDFB/544239434691/Payment from,2147.68,debit,-264762.51,transfer
2026-09-28,UPI/Krishna milk/PPIW/624064273574/UPI,65.43,debit,-264827.94,food
2026-09-29,UPI/Airtel Postpai/IBKL/357516494685/UPI,404.64,debit,-265232.58,bills
2026-09-29,UPI/RAJESH KUMAR J/IBKL/893566436280/Paid securel,56.94,debit,-265289.52,transfer
2026-09-29,UPI/RELIANCE TREND/SVCB/108303713561/UPI,583.26,debit,-265872.78,shopping
2026-10-01,UPI/ARPITA NAG/SBIN/789903285048/UPI,462.26,debit,-266335.04,transfer
2026-10-01,UPI/Godaddy/IDFB/856453226022/Pay,1073.14,debit,-267408.18,bills
2026-10-01,UPI/Airtel Postpai/UTIB/800854992331/UPI,551.26,debit,-267959.44,bills
2026-10-01,UPI/Spotify India/KKBK/963884120553/UPI,143.75,debit,-268103.19,bills
2026-10-02,UPI/Jio Recharge/IBKL/332242285293/UPI,667.63,debit,-268770.82,bills
2026-10-02,UPI/Airtel Postpai/KKBK/390254642565/UPI,375.48,debit,-269146.30,bills
2026-10-02,UPI/HP PETROL PUMP/PPIW/113173604627/UPI,1423.93,debit,-270570.23,travel
2026-10-02,UPI/Uber India Sys/RATN/519358186450/UPI,326.22,debit,-270896.45,travel
2026-10-03,UPI/DMart Avenue/KKBK/456489764740/UPI,2502.06,debit,-273398.51,groceries
2026-10-03,UPI/RELIANCE TREND/KKBK/273838379600/UPI,682.97,debit,-274081.48,shopping
2026-10-03,PCI/9547/NETFLIX.COM/+552444103426/23:29,293.54,debit,-274375.02,bills
2026-10-03,UPI/Patil Vadapav/UBIN/487804978793/UPI,69.66,debit,-274444.68,food
2026-10-03,UPI/Swiggy Ltd/KKBK/680288845797/Pay for Inte,228.75,debit,-274673.43,food
2026-10-03,PCI/9119/ANTHROPIC* CLAUDE SUB/+366577994065/21:24,2353.00,debit,-277026.43,bills
2026-10-03,UPI/Cafe Coffee Day/UBIN/738243414982/UPI,284.21,debit,-277310.64,food
2026-10-04,UPI/Indian Railway/PPIW/583199189911/UPI,74.89,debit,-277385.53,travel
2026-10-04,UPI/NMMTGhansoli C/SVCB/913909508559/UPI,23.77,debit,-277409.30,travel
2026-10-04,UPI/MSEB Electrici/SVCB/533105678559/UPI,1755.54,debit,-279164.84,bills
2026-10-05,UPI/ACT Fibernet/KKBK/986684091209/UPI,1355.91,debit,-280520.75,bills
2026-10-05,UPI/Ravi s Gowda/CNRB/448283598201/Paid securel,29.54,debit,-280550.29,transfer
2026-10-05,UPI/IRCTC Rail Con/YESB/893733306194/UPI,2057.61,debit,-282607.90,travel
2026-10-08,UPI/Ugaoo/IBKL/658218241198/Payment To U,415.45,debit,-283023.35,shopping
2026-10-08,UPI/Indian Railway/YESB/637437947729/UPI,91.13,debit,-283114.48,travel
2026-10-09,UPI/Rapido Bike/UTIB/202307704062/UPI,96.09,debit,-283210.57,travel
2026-10-09,UPI/Royal Bakery/RATN/219878560954/UPI,56.50,debit,-283267.07,food
2026-10-10,UPI/RELIANCE TREND/SBIN/464729317474/UPI,1080.12,debit,-284347.19,shopping
2026-10-10,UPI/Myntra Designs/SVCB/575389433895/UPI,1607.50,debit,-285954.69,shopping
2026-10-10,UPI/DECATHLON SPOR/YESB/953683606881/UPI,2793.97,debit,-288748.66,shopping
2026-10-10,UPI/Swiggy Ltd/IDFB/623180232813/Pay for Inte,362.82,debit,-289111.48,food
2026-10-10,UPI/Cafe Coffee Day/RATN/590564768573/UPI,116.35,debit,-289227.83,food
2026-10-10,UPI/Uber India Sys/SBIN/875985873547/UPI,546.11,debit,-289773.94,travel
2026-10-11,UPI/Amazon Pay Gro/IBKL/372351528471/You are payi,334.85,debit,-290108.79,groceries
2026-10-11,UPI/Apollo Pharmac/SVCB/317939809321/UPI,1178.11,debit,-291286.90,health
2026-10-12,UPI/RELIANCE TREND/RATN/935111849287/UPI,541.87,debit,-291828.77,shopping
2026-10-12,UPI/RELIANCE TREND/UBIN/668960448158/UPI,815.71,debit,-292644.48,shopping
2026-10-13,UPI/DMart Avenue/IDFB/619695046945/UPI,2489.38,debit,-295133.86,groceries
2026-10-13,UPI/Ugaoo/SBIN/336741649493/Payment To U,678.07,debit,-295811.93,shopping
2026-10-14,UPI/Shubham Brahmd/SVCB/744854498983/Payment from,119.80,debit,-295931.73,transfer
2026-10-14,UPI/Mitesh Mahendr/YESB/181756673334/NO REMARK,49.36,debit,-295981.09,transfer
2026-10-14,UPI/NMMTGhansoli C/CNRB/177555469667/UPI,20.19,debit,-296001.28,travel
2026-10-15,UPI/ARUNA HEMANT P/PPIW/177783649590/UPI,122.72,credit,-295878.56,transfer
2026-10-16,UPI/V SUDALAI KONA/SBIN/904197131069/UPI,136.41,debit,-296014.97,transfer
2026-10-17,UPI/DMart Avenue/SVCB/461488644371/UPI,933.91,debit,-296948.88,groceries
2026-10-17,UPI/New Daimond 2/SBIN/922692884639/UPI,49.09,debit,-296997.97,food
2026-10-17,UPI/Uber India Sys/RATN/955385031026/UPI,541.92,debit,-297539.89,travel
2026-10-17,UPI/DECATHLON SPOR/PPIW/125260312806/UPI,2603.54,debit,-300143.43,shopping
2026-10-18,UPI/RELIANCE TREND/SVCB/375327198316/UPI,2485.20,debit,-302628.63,shopping
2026-10-18,UPI/AMRIT NAG/UTIB/391393487974/UPI,73.23,debit,-302701.86,transfer
2026-10-18,UPI/Swiggy Ltd/KKBK/393187543896/Pay for Inte,365.05,debit,-303066.91,food
2026-10-18,UPI/DMart Avenue/SBIN/226605062929/UPI,2158.91,debit,-305225.82,groceries
2026-10-18,UPI/MSEB Electrici/UBIN/746136369392/UPI,2478.94,debit,-307704.76,bills
2026-10-18,UPI/Airtel Postpai/SVCB/569036065316/UPI,770.18,debit,-308474.94,bills
2026-10-18,UPI/APURBA NAG/YESB/953752803940/Paid securel,1419.64,credit,-307055.30,transfer
2026-10-18,UPI/amazon pay gro/IDFB/347655136202/You are payi,1218.29,debit,-308273.59,groceries
2026-10-19,UPI/BIGBASKET/HDFC/957700650132/Pay,688.19,debit,-308961.78,groceries
2026-10-19,UPI/Indian Railway/CNRB/242910434029/UPI,99.73,debit,-309061.51,travel
2026-10-19,UPI/Impression sal/SVCB/251984070238/UPI,230.54,debit,-309292.05,shopping
2026-10-20,UPI/UPENDRA SINGH/UTIB/853620165485/Payment from,26.87,debit,-309318.92,transfer
2026-10-20,UPI/IRCTC Rail Con/PPIW/923698433620/UPI,2213.66,debit,-311532.58,travel
2026-10-21,UPI/PharmEasy/PPIW/217683574283/UPI,260.75,debit,-311793.33,health
2026-10-21,UPI/Mitesh Mahendr/HDFC/745051086239/Paid securel,127.40,debit,-311920.73,transfer
2026-10-21,UPI/Altaf Yamin Sh/IBKL/858142596213/Payment from,23.00,debit,-311943.73,transfer
2026-10-22,UPI/Airtel Postpai/SBIN/691623056492/UPI,891.89,debit,-312835.62,bills
2026-10-22,UPI/Shubham Brahmd/IBKL/234982496495/Paid securel,2821.11,credit,-310014.51,transfer
2026-10-22,UPI/Dr Lal PathLab/SBIN/525333606043/UPI,1708.90,debit,-311723.41,health
2026-10-23,UPI/HP PETROL PUMP/SBIN/856405924426/UPI,720.81,debit,-312444.22,travel
2026-10-23,UPI/MSEB Electrici/SBIN/567457164692/UPI,2342.70,debit,-314786.92,bills
2026-10-24,UPI/PVR Cinemas/IBKL/474424547393/UPI,613.06,debit,-315399.98,entertainment
2026-10-25,UPI/SHIVAM SUPER M/KKBK/303027440806/UPI,429.67,debit,-315829.65,groceries
2026-10-25,UPI/Apollo Pharmac/SBIN/576647779552/UPI,206.31,debit,-316035.96,health
2026-10-25,UPI/DECATHLON SPOR/CNRB/142977212290/UPI,3473.25,debit,-319509.21,shopping
2026-10-26,UPI/PRADEEP PAN SH/KKBK/286583838237/Paid securel,878.62,debit,-320387.83,transfer
2026-10-26,NEFT/SALARY CREDIT/654231441471,22686.81,credit,-297701.02,income
2026-10-27,UPI/Myntra Designs/YESB/356515303966/UPI,2168.06,debit,-299869.08,shopping
2026-10-27,UPI/Zepto/UBIN/515341377785/UPI,649.96,debit,-300519.04,groceries
2026-10-27,UPI/RELIANCE TREND/IBKL/970287133864/UPI,1960.94,debit,-302479.98,shopping
2026-10-28,UPI/Mitesh Mahendr/PPIW/844489762174/NO REMARK,2840.24,debit,-305320.22,transfer
2026-10-29,UPI/GAVDEVI WADAPA/UBIN/899872313623/UPI,49.04,debit,-305369.26,food
2026-10-29,UPI/LONDHE VINOD S/YESB/135972789212/NO REMARK,65.59,credit,-305303.67,transfer
2026-10-30,UPI/Shadmani Khato/IBKL/783019849746/Payment from,65.06,debit,-305368.73,transfer
2026-10-31,UPI/AMRIT NAG/UBIN/470737878508/Payment from,2514.73,credit,-302854.00,transfer
2026-10-31,UPI/Solanki Genera/YESB/466112695080/UPI,78.15,debit,-302932.15,groceries
2026-10-31,UPI/MAH Vashi Inor/SVCB/182170167833/UPI,422.69,debit,-303354.84,travel
2026-10-31,UPI/Smaaash Gaming/RATN/783200678745/UPI,764.43,debit,-304119.27,entertainment
2026-10-31,UPI/Solanki Genera/RATN/735203045839/UPI,149.09,debit,-304268.36,groceries
2026-11-01,UPI/Spotify India/RATN/211828162882/UPI,119.36,debit,-304387.72,bills
2026-11-01,UPI/UPENDRA SINGH/KKBK/314906561569/Paid securel,503.00,debit,-304890.72,transfer
2026-11-01,UPI/Jio Recharge/UBIN/419526446738/UPI,896.87,debit,-305787.59,bills
2026-11-02,UPI/BIGBASKET/SBIN/486532596136/Pay,501.62,debit,-306289.21,groceries
2026-11-03,UPI/Royal Bakery/CNRB/370826990740/UPI,44.87,debit,-306334.08,food
2026-11-03,UPI/Krishna milk/SVCB/372693367298/UPI,49.89,debit,-306383.97,food
2026-11-03,UPI/NIRAJ KUMAR/RATN/429631109370/Payment from,125.50,credit,-306258.47,transfer
2026-11-03,UPI/DECATHLON SPOR/IBKL/164897159877/UPI,3802.93,debit,-310061.40,shopping
2026-11-03,NEFT/SALARY CREDIT/920116757839,29763.10,credit,-280298.30,income
2026-11-03,UPI/PRADEEP PAN SH/PPIW/885712984731/Paid securel,360.94,credit,-279937.36,transfer
2026-11-04,UPI/Blinkit/YESB/324383748619/Pay via Razo,1098.26,debit,-281035.62,groceries
2026-11-05,UPI/DMart Avenue/IDFB/584162070394/UPI,1715.45,debit,-282751.07,groceries
2026-11-05,UPI/BIGBASKET/SVCB/105333110663/Pay,1230.76,debit,-283981.83,groceries
2026-11-06,UPI/Royal Bakery/YESB/698079449157/UPI,48.32,debit,-284030.15,food
2026-11-06,UPI/V SUDALAI KONA/IDFB/134844938098/Paid securel,59.96,debit,-284090.11,transfer
2026-11-08,UPI/Sharafat Ali/SVCB/266527948265/Paid securel,25.44,debit,-284115.55,transfer
2026-11-08,UPI/LONDHE VINOD S/SBIN/719274378597/Paid securel,1953.23,credit,-282162.32,transfer
2026-11-09,UPI/HP PETROL PUMP/UBIN/610844436824/UPI,1771.97,debit,-283934.29,travel
2026-11-10,UPI/Ganga Sagar Fa/SBIN/407024633575/UPI,79.12,debit,-284013.41,food
2026-11-10,UPI/BLINKIT/PPIW/540835762824/Pay via Razo,601.15,debit,-284614.56,groceries
2026-11-10,UPI/VASHI FUEL CEN/IBKL/791889890910/UPI,1322.10,debit,-285936.66,travel
2026-11-11,UPI/Indian Railway/HDFC/652705396343/UPI,192.29,debit,-286128.95,travel
2026-11-11,UPI/Ganga Sagar Fa/CNRB/634953957971/UPI,73.79,debit,-286202.74,food
2026-11-11,UPI/Solanki Genera/HDFC/433018339215/UPI,243.84,debit,-286446.58,groceries
2026-11-11,UPI/ARUNA HEMANT P/HDFC/429951541478/Paid securel,1313.45,credit,-285133.13,transfer
2026-11-12,UPI/Godaddy/IBKL/261562492616/Pay,863.76,debit,-285996.89,bills
2026-11-12,Recd:IMPS/637101398425/Amazon Sel/KKBK/X4455/PCXQJ,3004.67,credit,-282992.22,income
2026-11-12,UPI/BLINKIT/IDFB/987170052377/Pay via Razo,224.31,debit,-283216.53,groceries
2026-11-13,UPI/Zepto/IDFB/966773840736/UPI,887.94,debit,-284104.47,groceries
2026-11-14,UPI/Indian Railway/UTIB/795589366648/UPI,106.70,debit,-284211.17,travel
2026-11-15,UPI/2 Wheeler nigh/UBIN/329294767698/UPI,187.48,debit,-284398.65,travel
2026-11-15,UPI/2 Wheeler nigh/HDFC/343613600899/UPI,75.82,debit,-284474.47,travel
2026-11-16,UPI/Blinkit/SBIN/204407442451/Pay via Razo,508.52,debit,-284982.99,groceries
2026-11-16,UPI/SHUBHAM CHANDR/UTIB/209106755939/NO REMARK,28.66,credit,-284954.33,transfer
2026-11-17,UPI/Smaaash Gaming/IBKL/133862667036/UPI,1274.35,debit,-286228.68,entertainment
2026-11-17,UPI/Ravi s Gowda/KKBK/798496193687/UPI,136.48,debit,-286365.16,transfer
2026-11-18,UPI/Shadmani Khato/RATN/628426420964/UPI,37.37,credit,-286327.79,transfer
2026-11-18,UPI/RELIANCE TREND/KKBK/366082149972/UPI,1080.30,debit,-287408.09,shopping
2026-11-18,UPI/Patil Vadapav/SBIN/757443757564/UPI,40.24,debit,-287448.33,food
2026-11-18,UPI/RELIANCE TREND/RATN/173511965223/UPI,2433.77,debit,-289882.10,shopping
2026-11-18,UPI/2 Wheeler nigh/SBIN/823700243970/UPI,129.56,debit,-290011.66,travel
2026-11-18,UPI/BIGBASKET/YESB/663736607923/Pay,1138.43,debit,-291150.09,groceries
2026-11-19,UPI/PRADEEP PAN SH/IDFB/952444100145/Payment from,208.86,debit,-291358.95,transfer
2026-11-19,UPI/NMMTTurbe C413/UTIB/972833252072/UPI,24.90,debit,-291383.85,travel
2026-11-20,UPI/Altaf Yamin Sh/CNRB/864895066018/UPI,64.66,credit,-291319.19,transfer
2026-11-20,UPI/Flipkart Inter/HDFC/265492928086/UPI,2712.83,debit,-294032.02,shopping
2026-11-20,UPI/Mitesh Mahendr/IDFB/149927358995/Payment from,358.16,debit,-294390.18,transfer
2026-11-20,UPI/Mitesh Mahendr/PPIW/650937190956/Payment from,25.17,debit,-294415.35,transfer
2026-11-20,UPI/SHUBHAM CHANDR/CNRB/872174853990/UPI,883.32,debit,-295298.67,transfer
2026-11-21,UPI/Cafe Coffee Day/KKBK/348128583958/UPI,255.10,debit,-295553.77,food
2026-11-21,UPI/ROLLING CUE/YESB/134315086118/UPI,245.43,debit,-295799.20,entertainment
2026-11-21,UPI/Uber India Sys/KKBK/890669952798/UPI,257.61,debit,-296056.81,travel
2026-11-21,UPI/Starbucks India/RATN/956107471289/UPI,205.32,debit,-296262.13,food
2026-11-21,UPI/DECATHLON SPOR/IBKL/180227813036/UPI,3301.17,debit,-299563.30,shopping
2026-11-22,UPI/ARPITA NAG/UBIN/151295119603/Payment from,17.67,credit,-299545.63,transfer
2026-11-22,UPI/Dwijesh Hemant/KKBK/864341509964/NO REMARK,21.75,debit,-299567.38,transfer
2026-11-22,UPI/SHIVAM SUPER M/HDFC/470282243250/UPI,418.69,debit,-299986.07,groceries
